                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3895,                 1.0466,                 1.5482,                0.88151,                 0.8514,                0.88593,                0.54556,                 1.3625,                0.91414,                 1.4992,             0.00066654,             0.00066654,             0.00066654
